name,club,club_rank,age,height,foot,position,nationality,league,league_rank,contract_expires,matches_played,goals,assists,is_international,international_caps,international_goals,trophies,minutes_played,minutes_per_goals,market_value
Bernardo Silva,Man City,1,29,1.73,left,Attacking Midfield,Portugal,Premier League,1,2026,543,101,92,TRUE,93,12,22,38377,380,70000000
Kevin De Bruyne,Man City,1,33,1.81,right,Attacking Midfield,Belgium,Premier League,1,2025,611,149,254,TRUE,105,28,31,46262,310,50000000
Jérémy Doku,Man City,1,22,1.73,right,Left Winger,Belgium,Premier League,1,2028,176,24,28,TRUE,26,2,2,9970,415,65000000
Jack Grealish,Man City,1,28,1.8,right,Left Winger,England,Premier League,1,2027,420,57,75,TRUE,36,2,7,29669,521,60000000
Phil Foden,Man City,1,24,1.71,left,Right Winger,England,Premier League,1,2027,312,108,66,TRUE,41,4,19,20186,187,150000000
Savinho,Man City,1,20,1.76,left,Right Winger,Brazil,Premier League,1,2029,95,15,14,TRUE,7,1,5,5100,340,50000000
Oscar Bobb,Man City,1,21,1.75,left,Right Winger,Norway,Premier League,1,2029,140,33,35,TRUE,8,2,8,9869,299,25000000
Erling Haaland,Man City,1,24,1.95,left,Centre-Forward,Norway,Premier League,1,2027,281,225,51,TRUE,33,31,26,19806,88,180000000
Julián Álvarez,Man City,1,24,1.7,right,Centre-Forward,Argentina,Premier League,1,2028,225,90,49,TRUE,36,9,18,13930,155,90000000
Martin Ødegaard,Arsenal,4,25,1.78,left,Attacking Midfield,Norway,Premier League,1,2028,369,66,67,TRUE,59,3,4,27738,420,110000000
Kai Havertz,Arsenal,4,25,1.93,left,Attacking Midfield,Germany,Premier League,1,2028,405,120,54,TRUE,51,18,7,29725,248,70000000
Emile Smith Rowe,Arsenal,4,24,1.82,right,Attacking Midfield,England,Premier League,1,2026,192,41,24,TRUE,3,1,5,11270,275,22000000
Fábio Vieira,Arsenal,4,24,1.7,left,Attacking Midfield,Portugal,Premier League,1,2027,167,27,33,TRUE,25,14,5,8051,298,22000000
Gabriel Martinelli,Arsenal,4,23,1.78,right,Left Winger,Brazil,Premier League,1,2027,192,47,26,TRUE,13,2,3,11838,252,70000000
Leandro Trossard,Arsenal,4,29,1.72,right,Left Winger,Belgium,Premier League,1,2026,413,119,55,TRUE,37,9,3,28047,236,35000000
Bukayo Saka,Arsenal,4,22,1.78,left,Right Winger,England,Premier League,1,2027,279,80,70,TRUE,40,12,3,20882,261,140000000
Reiss Nelson,Arsenal,4,24,1.75,right,Right Winger,England,Premier League,1,2027,218,44,29,TRUE,12,6,4,11099,252,15000000
Gabriel Jesus,Arsenal,4,27,1.75,right,Centre-Forward,Brazil,Premier League,1,2027,388,143,67,TRUE,64,19,16,24286,170,65000000
Eddie Nketiah,Arsenal,4,25,1.75,right,Centre-Forward,England,Premier League,1,2027,247,89,19,TRUE,1,0,5,12016,135,30000000
Cole Palmer,Chelsea,21,22,1.89,left,Attacking Midfield,England,Premier League,1,2030,150,73,36,TRUE,9,2,11,9881,135,80000000
Christopher Nkunku,Chelsea,21,26,1.77,right,Attacking Midfield,France,Premier League,1,2029,308,98,66,TRUE,10,0,15,19898,203,65000000
Omari Kellyman,Chelsea,21,18,1.91,left,Attacking Midfield,England,Premier League,1,2030,56,14,8,TRUE,0,0,0,2961,212,1000000
Raheem Sterling,Chelsea,21,29,1.7,right,Left Winger,England,Premier League,1,2027,571,181,113,TRUE,82,20,13,41629,230,35000000
Mykhaylo Mudryk,Chelsea,21,23,1.75,right,Left Winger,Ukraine,Premier League,1,2031,135,19,23,TRUE,23,2,3,7133,375,35000000
Diego Moreira,Chelsea,21,19,1.79,left,Left Winger,Portugal,Premier League,1,2028,83,15,11,TRUE,4,0,2,4139,276,3000000
Noni Madueke,Chelsea,21,22,1.82,left,Right Winger,England,Premier League,1,2030,171,47,30,TRUE,20,7,3,9179,195,28000000
Ângelo,Chelsea,21,19,1.8,left,Right Winger,Brazil,Premier League,1,2029,154,5,14,TRUE,3,0,0,7302,1460,15000000
Nicolas Jackson,Chelsea,21,23,1.88,right,Centre-Forward,Senegal,Premier League,1,2031,136,38,21,TRUE,14,0,0,8894,234,35000000
Lukaku,Chelsea,21,31,1.91,left,Centre-Forward,Belgium,Premier League,1,2026,647,309,90,TRUE,119,85,14,47783,155,30000000
Armando Broja,Chelsea,21,22,1.91,right,Centre-Forward,Albania,Premier League,1,2028,171,44,10,TRUE,23,5,1,8951,203,22000000
Datro Fofana,Chelsea,21,21,1.8,right,Centre-Forward,Cote d'Ivoire,Premier League,1,2029,103,31,12,TRUE,3,0,2,5547,179,12000000
Deivid Washington,Chelsea,21,19,1.87,right,Centre-Forward,Brazil,Premier League,1,2030,43,14,0,FALSE,0,0,0,2578,184,9000000
Marc Guiu,Chelsea,21,18,1.87,right,Centre-Forward,Spain,Premier League,1,2029,32,10,4,TRUE,3,0,2,1370,137,7500000
Fábio Carvalho,Liverpool,6,21,1.7,right,Attacking Midfield,Portugal,Premier League,1,2027,183,57,29,TRUE,4,2,3,12489,219,14000000
Luis Díaz,Liverpool,6,27,1.8,right,Left Winger,Colombia,Premier League,1,2027,371,88,42,TRUE,55,14,14,24079,274,75000000
Cody Gakpo,Liverpool,6,25,1.93,right,Left Winger,Netherlands,Premier League,1,2028,299,105,70,TRUE,30,13,7,19796,189,55000000
Diogo Jota,Liverpool,6,27,1.78,right,Left Winger,Portugal,Premier League,1,2027,360,125,58,TRUE,42,14,5,23570,189,50000000
Mohamed Salah,Liverpool,6,32,1.75,left,Right Winger,Egypt,Premier League,1,2025,600,288,141,TRUE,96,54,23,45423,158,55000000
Ben Doak,Liverpool,6,18,1.73,right,Right Winger,Scotland,Premier League,1,2030,41,11,8,TRUE,7,2,2,2464,224,10000000
Darwin Núñez,Liverpool,6,25,1.87,right,Centre-Forward,Uruguay,Premier League,1,2028,235,101,37,TRUE,29,13,7,14803,147,70000000
Bruno Fernandes,Man Utd,33,29,1.79,right,Attacking Midfield,Portugal,Premier League,1,2026,534,167,134,TRUE,71,23,12,41658,249,70000000
Mason Mount,Man Utd,33,25,1.81,right,Attacking Midfield,England,Premier League,1,2028,344,66,61,TRUE,36,5,7,24963,378,35000000
Hannibal,Man Utd,33,21,1.83,right,Attacking Midfield,Tunisia,Premier League,1,2025,118,9,26,TRUE,27,0,0,7270,808,9000000
Marcus Rashford,Man Utd,33,26,1.85,right,Left Winger,England,Premier League,1,2028,416,136,66,TRUE,60,17,11,27872,205,60000000
Alejandro Garnacho,Man Utd,33,20,1.8,right,Left Winger,Argentina,Premier League,1,2028,140,38,20,TRUE,6,0,4,8097,213,45000000
Jadon Sancho,Man Utd,33,24,1.8,right,Left Winger,England,Premier League,1,2026,284,89,84,TRUE,23,3,5,19716,222,30000000
Antony,Man Utd,33,24,1.72,left,Right Winger,Brazil,Premier League,1,2027,216,41,33,TRUE,16,2,7,14679,358,25000000
Amad Diallo,Man Utd,33,22,1.73,left,Right Winger,Cote d'Ivoire,Premier League,1,2025,180,64,34,TRUE,4,1,5,11446,179,18000000
Facundo Pellistri,Man Utd,33,22,1.75,right,Right Winger,Uruguay,Premier League,1,2025,120,7,9,TRUE,26,2,1,6264,895,10000000
Rasmus Højlund,Man Utd,33,21,1.91,left,Centre-Forward,Denmark,Premier League,1,2028,159,60,14,TRUE,18,7,3,9919,165,65000000
Joshua Zirkzee,Man Utd,33,23,1.93,right,Centre-Forward,Netherlands,Premier League,1,2029,213,83,49,TRUE,2,0,10,13365,161,50000000
James Maddison,Tottenham,37,27,1.75,right,Attacking Midfield,England,Premier League,1,2028,346,83,74,TRUE,7,0,2,24663,297,70000000
Alfie Devine,Tottenham,37,20,1.82,right,Attacking Midfield,England,Premier League,1,2027,116,25,13,TRUE,13,2,1,8513,341,2200000
Heung-min Son,Tottenham,37,32,1.84,right,Left Winger,"Korea, South",Premier League,1,2025,606,227,98,TRUE,127,48,13,42727,188,45000000
Manor Solomon,Tottenham,37,25,1.7,right,Left Winger,Israel,Premier League,1,2028,209,35,17,TRUE,37,7,4,11481,328,13000000
Dejan Kulusevski,Tottenham,37,24,1.86,left,Right Winger,Sweden,Premier League,1,2028,293,68,64,TRUE,39,3,3,20090,295,55000000
Brennan Johnson,Tottenham,37,23,1.86,right,Right Winger,Wales,Premier League,1,2028,196,52,36,TRUE,30,3,0,15230,293,48000000
Richarlison,Tottenham,37,27,1.84,right,Centre-Forward,Brazil,Premier League,1,2027,350,101,36,TRUE,48,20,3,25162,249,38000000
Timo Werner,Tottenham,37,28,1.8,right,Centre-Forward,Germany,Premier League,1,2025,482,210,90,TRUE,57,24,9,33352,159,17000000
Alejo Véliz,Tottenham,37,20,1.86,right,Centre-Forward,Argentina,Premier League,1,2029,79,21,2,TRUE,9,3,0,4568,218,9000000
Joe White,Newcastle,25,21,1.86,left,Attacking Midfield,England,Premier League,1,2025,137,16,21,TRUE,3,0,0,9021,564,300000
Anthony Gordon,Newcastle,25,23,1.82,right,Left Winger,England,Premier League,1,2026,213,44,29,TRUE,4,0,2,13420,305,60000000
Harvey Barnes,Newcastle,25,26,1.82,right,Left Winger,England,Premier League,1,2028,325,83,57,TRUE,1,0,2,22198,267,35000000
Fraser,Newcastle,25,30,1.63,right,Left Winger,Scotland,Premier League,1,2025,356,42,51,TRUE,25,4,1,21234,506,3000000
Garang Kuol,Newcastle,25,19,1.75,right,Left Winger,Australia,Premier League,1,2026,48,9,5,TRUE,1,0,1,1647,183,600000
Miguel Almirón,Newcastle,25,30,1.74,left,Right Winger,Paraguay,Premier League,1,2026,326,56,38,TRUE,58,7,2,23652,422,20000000
Jacob Murphy,Newcastle,25,29,1.73,right,Right Winger,England,Premier League,1,2027,412,64,64,TRUE,6,1,0,24859,388,15000000
Alexander Isak,Newcastle,25,24,1.92,right,Centre-Forward,Sweden,Premier League,1,2028,282,117,24,TRUE,46,11,4,18361,157,75000000
Callum Wilson,Newcastle,25,32,1.8,right,Centre-Forward,England,Premier League,1,2025,370,140,46,TRUE,9,2,2,26941,192,13000000
Jacob Ramsey,Aston Villa,35,23,1.8,right,Attacking Midfield,England,Premier League,1,2027,194,40,23,TRUE,16,4,1,12692,317,35000000
Jaden Philogene,Aston Villa,35,22,1.81,right,Left Winger,England,Premier League,1,2029,130,40,14,TRUE,4,3,0,9036,226,15000000
Morgan Rogers,Aston Villa,35,22,1.87,right,Left Winger,England,Premier League,1,2030,199,46,32,TRUE,2,2,2,12862,280,15000000
Samuel Iling-Junior,Aston Villa,35,20,1.82,left,Left Winger,England,Premier League,1,2030,136,22,24,TRUE,5,2,1,7753,352,13000000
Lewis Dobbin,Aston Villa,35,21,1.75,left,Left Winger,England,Premier League,1,2030,137,27,19,TRUE,2,0,0,7410,274,2500000
Leon Bailey,Aston Villa,35,26,1.78,left,Right Winger,Jamaica,Premier League,1,2027,339,74,67,TRUE,30,5,0,21519,291,42000000
Emiliano Buendía,Aston Villa,35,27,1.72,right,Right Winger,Argentina,Premier League,1,2026,315,50,65,TRUE,1,0,3,21228,425,22000000
Ollie Watkins,Aston Villa,35,28,1.8,right,Centre-Forward,England,Premier League,1,2028,390,145,60,TRUE,15,4,1,31543,218,65000000
Durán,Aston Villa,35,20,1.85,left,Centre-Forward,Colombia,Premier League,1,2028,126,25,10,TRUE,10,1,0,5552,222,20000000
Cameron Archer,Aston Villa,35,22,1.75,right,Centre-Forward,England,Premier League,1,2027,169,49,17,TRUE,11,6,2,10596,216,13000000
Julio Enciso,Brighton,88,20,1.73,right,Attacking Midfield,Paraguay,Premier League,1,2026,114,28,14,TRUE,17,1,2,6257,223,22000000
Facundo Buonanotte,Brighton,88,19,1.74,left,Attacking Midfield,Argentina,Premier League,1,2027,84,9,4,TRUE,2,0,0,4565,507,18000000
Moran,Brighton,88,20,1.77,right,Attacking Midfield,Ireland,Premier League,1,2027,124,34,31,TRUE,8,2,0,8348,246,3000000
Peupion,Brighton,88,21,1.75,right,Attacking Midfield,Australia,Premier League,1,2025,87,22,14,TRUE,11,0,0,6365,289,100000
Kaoru Mitoma,Brighton,88,27,1.78,right,Left Winger,Japan,Premier League,1,2027,163,53,38,TRUE,20,7,6,10571,199,45000000
Osman,Brighton,88,19,1.79,right,Left Winger,Ghana,Premier League,1,2029,59,13,9,TRUE,2,0,0,3572,275,12000000
Jeremy Sarmiento,Brighton,88,22,1.78,right,Left Winger,Ecuador,Premier League,1,2027,81,8,4,TRUE,21,2,0,2677,335,7000000
Simon Adingra,Brighton,88,22,1.75,right,Right Winger,Cote d'Ivoire,Premier League,1,2026,148,46,29,TRUE,14,2,1,9379,204,30000000
Solly March,Brighton,88,30,1.8,left,Right Winger,England,Premier League,1,2026,295,27,29,TRUE,3,1,0,18234,675,18000000
Minteh,Brighton,88,20,1.8,left,Right Winger,The Gambia,Premier League,1,2029,61,17,13,TRUE,6,3,1,3754,221,16000000
Sima,Brighton,88,23,1.88,right,Right Winger,Senegal,Premier League,1,2025,130,46,13,TRUE,7,0,3,8178,178,7500000
Mazilu,Brighton,88,18,1.86,left,Right Winger,Romania,Premier League,1,2030,50,9,4,TRUE,0,0,1,2764,307,2500000
Cozier-Duberry,Brighton,88,19,1.7,left,Right Winger,England,Premier League,1,2028,83,30,18,TRUE,8,3,0,6757,225,2000000
Evan Ferguson,Brighton,88,19,1.88,right,Centre-Forward,Ireland,Premier League,1,2029,113,35,8,TRUE,12,3,0,6206,177,50000000
João Pedro,Brighton,88,22,1.88,right,Centre-Forward,Brazil,Premier League,1,2028,185,54,14,TRUE,1,0,0,12380,229,45000000
Deniz Undav,Brighton,88,28,1.79,right,Centre-Forward,Germany,Premier League,1,2026,296,142,63,TRUE,3,0,3,20736,146,25000000
Danny Welbeck,Brighton,88,33,1.85,right,Centre-Forward,England,Premier League,1,2026,458,99,42,TRUE,42,16,11,27060,273,5000000
Lucas Paquetá,West Ham,85,26,1.8,left,Attacking Midfield,Brazil,Premier League,1,2027,302,53,38,TRUE,50,11,3,21363,403,65000000
Mohammed Kudus,West Ham,85,23,1.77,left,Attacking Midfield,Ghana,Premier League,1,2028,200,62,21,TRUE,34,11,3,12545,202,50000000
George Earthy,West Ham U21,200,19,1.8,left,Attacking Midfield,England,Premier League 2,150,2026,114,42,29,TRUE,0,0,0,8216,196,1000000
Maxwel Cornet,West Ham,85,27,1.79,left,Left Winger,Cote d'Ivoire,Premier League,1,2027,346,62,37,TRUE,31,6,1,17946,289,9000000
Jarrod Bowen,West Ham,85,27,1.76,left,Right Winger,England,Premier League,1,2030,341,115,54,TRUE,10,0,1,26869,234,50000000
Danny Ings,West Ham,85,32,1.77,right,Centre-Forward,England,Premier League,1,2025,402,124,39,TRUE,3,1,2,25931,209,8000000
Michail Antonio,West Ham,85,34,1.8,right,Centre-Forward,Jamaica,Premier League,1,2024,545,130,81,TRUE,12,3,3,38339,295,4000000
Callum Marshall,West Ham U21,200,19,1.72,left,Centre-Forward,Northern Ireland,Premier League 2,150,2027,77,52,13,TRUE,4,0,1,5140,99,2000000
Eberechi Eze,Crystal Palace,38,26,1.78,right,Attacking Midfield,England,Premier League,1,2027,260,51,30,TRUE,7,0,0,18734,367,55000000
Daichi Kamada,Crystal Palace,38,27,1.84,right,Attacking Midfield,Japan,Premier League,1,2026,335,74,55,TRUE,33,7,2,23619,319,18000000
Matheus França,Crystal Palace,38,20,1.84,right,Attacking Midfield,Brazil,Premier League,1,2028,76,14,4,TRUE,2,0,2,2921,209,15000000
Jesurun Rak-Sakyi,Crystal Palace,38,21,1.78,left,Right Winger,England,Premier League,1,2027,118,48,25,TRUE,5,1,1,8643,180,2000000
Malcolm Ebiowei,Crystal Palace,38,20,1.85,left,Right Winger,England,Premier League,1,2027,63,11,5,TRUE,3,0,0,3196,291,1500000
Jean-Philippe Mateta,Crystal Palace,38,27,1.92,right,Centre-Forward,France,Premier League,1,2026,262,102,14,TRUE,3,1,0,16392,161,20000000
Odsonne Edouard,Crystal Palace,38,26,1.87,right,Centre-Forward,France,Premier League,1,2025,322,117,45,TRUE,14,17,16,19793,169,18000000
Jordan Ayew,Crystal Palace,38,32,1.82,right,Centre-Forward,Ghana,Premier League,1,2025,525,85,59,TRUE,104,28,6,34067,401,4000000
Yegor Yarmolyuk,Brentford,95,20,1.8,right,Attacking Midfield,Ukraine,Premier League,1,2028,52,1,0,TRUE,10,0,0,1427,1427,10000000
Myles Peart-Harris,Brentford,95,21,1.87,right,Attacking Midfield,Jamaica,Premier League,1,2025,111,26,15,TRUE,0,0,1,7191,277,700000
Yoane Wissa,Brentford,95,27,1.76,right,Left Winger,DR Congo,Premier League,1,2026,302,86,33,TRUE,27,5,0,18872,219,28000000
Keane Lewis-Potter,Brentford,95,23,1.7,right,Left Winger,England,Premier League,1,2028,176,36,13,TRUE,4,1,1,10928,304,15000000
Mikkel Damsgaard,Brentford,95,24,1.8,right,Left Winger,Denmark,Premier League,1,2027,213,19,28,TRUE,28,4,0,13109,690,10000000
Bryan Mbeumo,Brentford,95,24,1.71,left,Right Winger,Cameroon,Premier League,1,2026,247,64,46,TRUE,16,4,0,17945,280,40000000
Kevin Schade,Brentford,95,22,1.85,right,Right Winger,Germany,Premier League,1,2028,164,37,23,TRUE,3,0,1,9470,256,22000000
Ivan Toney,Brentford,95,28,1.85,right,Centre-Forward,England,Premier League,1,2025,418,169,61,TRUE,6,1,5,29907,177,50000000
Igor Thiago,Brentford,95,23,1.91,right,Centre-Forward,Brazil,Premier League,1,2029,178,63,21,FALSE,0,0,6,10349,164,25000000
Chem Campbell,Wolves,139,21,1.8,right,Attacking Midfield,Wales,Premier League,1,2026,131,25,13,TRUE,5,0,0,8633,345,900000
Guedes,Wolves,139,27,1.79,right,Left Winger,Portugal,Premier League,1,2027,373,69,70,TRUE,32,7,14,23236,337,15000000
Chiquinho,Wolves,139,24,1.79,right,Left Winger,Portugal,Premier League,1,2026,127,25,18,TRUE,1,0,1,7593,304,3000000
Pedro Neto,Wolves,139,24,1.72,left,Right Winger,Portugal,Premier League,1,2027,156,17,25,TRUE,10,1,2,8717,513,55000000
Daniel Podence,Wolves,139,28,1.7,right,Right Winger,Portugal,Premier League,1,2025,358,57,59,TRUE,1,0,5,22796,400,13000000
Pablo Sarabia,Wolves,139,32,1.74,left,Right Winger,Spain,Premier League,1,2025,539,121,94,TRUE,27,9,12,33885,280,10000000
Matheus Cunha,Wolves,139,25,1.83,right,Centre-Forward,Brazil,Premier League,1,2027,235,55,38,TRUE,11,0,2,13457,245,45000000
Jørgen Strand Larsen,Wolves,139,24,1.93,right,Centre-Forward,Norway,Premier League,1,2025,236,59,28,TRUE,14,3,0,14700,249,25000000
Hee-chan Hwang,Wolves,139,28,1.77,right,Centre-Forward,"Korea, South",Premier League,1,2028,301,85,50,TRUE,66,14,8,17076,201,25000000
Silva,Wolves,139,22,1.85,right,Centre-Forward,Portugal,Premier League,1,2026,184,38,18,TRUE,22,12,4,9574,252,11000000
Sasa Kalajdzic,Wolves,139,27,2,right,Centre-Forward,Austria,Premier League,1,2027,152,55,31,TRUE,19,4,0,9468,172,5000000
Nathan Fraser,Wolves,139,19,1.88,right,Centre-Forward,Ireland,Premier League,1,2028,74,24,5,TRUE,4,1,0,4862,203,1000000
Leon Chiwome,Wolves U21,300,18,1.86,right,Centre-Forward,England,Premier League 2,150,2028,31,9,1,TRUE,2,1,0,1883,209,1000000
Hamed Junior Traorè,Bournemouth,93,24,1.77,right,Attacking Midfield,Cote d'Ivoire,Premier League,1,2028,245,39,25,TRUE,10,2,1,15390,395,17000000
Dango Ouattara,Bournemouth,93,22,1.77,left,Left Winger,Burkina Faso,Premier League,1,2028,100,10,13,TRUE,25,8,0,5500,550,20000000
Luis Sinisterra,Bournemouth,93,25,1.72,right,Left Winger,Colombia,Premier League,1,2030,220,58,38,TRUE,16,4,0,13975,241,17000000
Justin Kluivert,Bournemouth,93,25,1.72,right,Left Winger,Netherlands,Premier League,1,2028,285,64,51,TRUE,2,0,1,17460,273,14000000
Jaidon Anthony,Bournemouth,93,24,1.83,right,Left Winger,England,Premier League,1,2027,137,15,12,FALSE,0,0,0,6891,459,6000000
Antoine Semenyo,Bournemouth,93,24,1.85,right,Right Winger,Ghana,Premier League,1,2029,211,36,26,TRUE,21,2,0,11804,328,10000000
David Brooks,Bournemouth,93,27,1.73,left,Right Winger,Wales,Premier League,1,2026,176,26,30,TRUE,30,4,2,9918,381,8000000
Dominic Solanke,Bournemouth,93,26,1.86,right,Centre-Forward,England,Premier League,1,2027,320,123,39,TRUE,1,0,7,23361,190,40000000
Enes Ünal,Bournemouth,93,27,1.87,right,Centre-Forward,Türkiye,Premier League,1,2028,350,95,30,TRUE,33,3,1,20245,213,18000000
Jebbison,Bournemouth,93,21,1.9,right,Centre-Forward,Canada,Premier League,1,2028,66,18,2,TRUE,0,0,0,3231,180,1000000
Morgan Gibbs-White,Nottm Forest,144,24,1.71,right,Attacking Midfield,England,Premier League,1,2027,228,29,35,TRUE,18,3,3,14616,504,40000000
Callum Hudson-Odoi,Nottm Forest,144,23,1.78,right,Left Winger,England,Premier League,1,2026,243,56,42,TRUE,3,0,8,14685,262,18000000
Alex Mighten,Nottm Forest,144,22,1.71,right,Left Winger,England,Premier League,1,2025,115,14,3,TRUE,1,0,0,4890,349,600000
Anthony Elanga,Nottm Forest,144,22,1.78,right,Right Winger,Sweden,Premier League,1,2028,163,35,29,TRUE,17,3,1,10384,297,22000000
Bowler,Nottm Forest,144,25,1.84,left,Right Winger,England,Premier League,1,2025,190,24,11,FALSE,0,0,1,11377,474,1500000
Eric da Silva Moreira,Nottm Forest,144,18,1.85,right,Right Winger,Germany,Premier League,1,2028,50,18,10,TRUE,4,0,3,3667,204,1000000
Taiwo Awoniyi,Nottm Forest,144,26,1.83,right,Centre-Forward,Nigeria,Premier League,1,2027,243,77,28,TRUE,8,2,3,15020,195,28000000
Chris Wood,Nottm Forest,144,32,1.91,right,Centre-Forward,New Zealand,Premier League,1,2024,548,181,44,TRUE,74,34,8,35200,194,7000000
Emmanuel Dennis,Nottm Forest,144,26,1.75,right,Centre-Forward,Nigeria,Premier League,1,2026,240,52,24,TRUE,8,1,3,14117,271,4200000
Ui-jo Hwang,Nottm Forest,144,31,1.85,right,Centre-Forward,"Korea, South",Premier League,1,2025,390,112,31,TRUE,62,19,4,27224,243,1800000
Lindstrøm,Everton,76,24,1.82,right,Attacking Midfield,Denmark,Premier League,1,2025,232,55,36,TRUE,16,1,2,14064,256,22000000
Dwight McNeil,Everton,76,24,1.83,left,Left Winger,England,Premier League,1,2027,229,17,27,TRUE,10,0,0,18296,176,22000000
Jack Harrison,Everton,76,27,1.75,left,Right Winger,England,Premier League,1,2025,310,52,46,TRUE,2,0,1,23511,452,18000000
Dominic Calvert-Lewin,Everton,76,27,1.89,right,Centre-Forward,England,Premier League,1,2025,299,86,21,TRUE,11,4,4,19133,222,22000000
Beto,Everton,76,26,1.94,right,Centre-Forward,Portugal,Premier League,1,2027,173,53,8,FALSE,0,0,0,10298,194,20000000
Iliman Ndiaye,Everton,76,24,1.8,right,Centre-Forward,Senegal,Premier League,1,2029,134,26,19,TRUE,20,2,0,8764,337,15000000
Neal Maupay,Everton,76,27,1.73,right,Centre-Forward,France,Premier League,1,2025,375,102,32,TRUE,2,1,0,23116,227,12000000
Chermiti,Everton,76,20,1.92,right,Centre-Forward,Portugal,Premier League,1,2027,69,7,2,TRUE,2,1,0,2719,388,9000000
Andreas Pereira,Fulham,69,28,1.78,right,Attacking Midfield,Brazil,Premier League,1,2026,363,38,43,TRUE,8,1,6,22783,600,20000000
Luke Harris,Fulham,69,19,1.77,right,Attacking Midfield,Wales,Premier League,1,2026,97,42,15,TRUE,6,1,0,7522,179,1000000
Alex Iwobi,Fulham,69,28,1.83,right,Left Winger,Nigeria,Premier League,1,2028,378,46,49,TRUE,80,10,3,25339,551,25000000
Willian,Fulham,69,35,1.75,right,Left Winger,Brazil,Premier League,1,2024,746,115,148,TRUE,70,9,20,49826,433,3000000
Harry Wilson,Fulham,69,27,1.73,left,Right Winger,Wales,Premier League,1,2026,331,91,76,TRUE,55,8,1,22521,247,17000000
Adama Traoré,Fulham,69,28,1.78,right,Right Winger,Spain,Premier League,1,2025,391,33,60,TRUE,8,0,2,22317,676,9000000
Rodrigo Muniz,Fulham,69,23,1.86,right,Centre-Forward,Brazil,Premier League,1,2026,115,29,2,FALSE,0,0,3,5144,177,20000000
Raúl Jiménez,Fulham,69,33,1.87,right,Centre-Forward,Mexico,Premier League,1,2025,446,134,55,TRUE,105,33,11,27379,204,5000000
Carlos Vinícius,Fulham,69,29,1.9,left,Centre-Forward,Brazil,Premier League,1,2025,246,87,36,FALSE,0,0,6,12546,144,4000000
Jay Stansfield,Fulham,69,21,1.87,right,Centre-Forward,England,Premier League,1,2027,143,61,18,TRUE,3,0,1,10711,176,3500000
Lallana,Southampton,428,36,1.72,right,Attacking Midfield,England,Premier League,1,2025,553,86,71,TRUE,34,3,5,37024,431,1000000
Kamaldeen Sulemana,Southampton,428,22,1.75,right,Left Winger,Ghana,Premier League,1,2027,135,22,17,TRUE,19,0,0,7016,319,13000000
Brereton Díaz,Southampton,428,25,1.85,right,Left Winger,Chile,Premier League,1,2028,273,64,24,TRUE,33,7,3,17066,267,8000000
Samuel Edozie,Southampton,428,21,1.81,right,Left Winger,England,Premier League,1,2027,123,20,14,TRUE,0,0,5,7019,351,8000000
Samuel Amo-Ameyaw,Southampton,428,18,1.74,right,Right Winger,England,Premier League,1,2026,56,16,10,TRUE,9,2,0,4053,253,300000
Adam Armstrong,Southampton,428,27,1.73,right,Centre-Forward,England,Premier League,1,2027,427,139,52,TRUE,5,1,3,29731,214,16000000
Paul Onuachu,Southampton,428,30,2.01,right,Centre-Forward,Nigeria,Premier League,1,2026,364,181,38,TRUE,25,3,6,23499,130,13000000
Sékou Mara,Southampton,428,22,1.83,right,Centre-Forward,France,Premier League,1,2026,115,24,9,TRUE,4,1,0,4128,172,6000000
Ross Stewart,Southampton,428,28,1.88,right,Centre-Forward,Scotland,Premier League,1,2026,243,93,23,TRUE,2,0,2,17238,185,4500000
Stephy Mavididi,Leicester,137,26,1.82,right,Left Winger,England,Premier League,1,2028,306,79,19,TRUE,3,3,2,19328,245,11000000
Issahaku Fatawu,Leicester,137,20,1.77,left,Right Winger,Ghana,Premier League,1,2029,76,18,15,TRUE,19,2,2,4965,276,10000000
Bobby De Cordova-Reid,Leicester,137,31,1.7,right,Right Winger,Jamaica,Premier League,1,2027,440,69,50,TRUE,22,3,2,28811,418,5000000
Kasey McAteer,Leicester,137,22,1.77,right,Right Winger,England,Premier League,1,2025,121,25,4,FALSE,0,0,2,7388,296,900000
Wanya Marçal,Leicester,137,21,1.81,right,Right Winger,Portugal,Premier League,1,2026,89,15,6,TRUE,4,0,1,6758,451,300000
Patson Daka,Leicester,137,25,1.83,right,Centre-Forward,Zambia,Premier League,1,2026,250,98,47,TRUE,35,12,14,13654,139,12000000
Tom Cannon,Leicester,137,21,1.8,right,Centre-Forward,Ireland,Premier League,1,2028,138,62,17,TRUE,1,0,1,9092,147,4000000
Jamie Vardy,Leicester,137,37,1.79,right,Centre-Forward,England,Premier League,1,2025,504,224,83,TRUE,26,7,9,37153,166,1000000
Nathan Broadhead,Ipswich,124,26,1.78,right,Left Winger,Wales,Premier League,1,2026,194,59,21,TRUE,12,2,2,12239,207,5000000
Marcus Harness,Ipswich,124,28,1.82,right,Left Winger,Ireland,Premier League,1,2025,347,52,44,FALSE,0,0,1,19874,382,800000
Omari Hutchinson,Ipswich,124,20,1.74,left,Right Winger,Jamaica,Premier League,1,2029,123,36,32,TRUE,2,0,0,8246,229,7000000
Conor Chaplin,Ipswich,124,27,1.68,left,Second Striker,England,Premier League,1,2026,386,103,35,FALSE,0,0,1,22135,215,7000000
